long,short,signal,profit,numero_operaciones,return_factor,ganancia_total
24,18,20,2.3055461610261374,53,1.0007935999768038,4.206079877060159
24,20,18,2.3055461610261374,53,1.0007935999768038,4.206079877060159
20,18,24,2.3055461610261374,53,1.0007935999768038,4.206079877060159
21,17,24,2.3055461610261374,53,1.0007935999768038,4.206079877060159
24,21,17,2.3055461610261374,53,1.0007935999768038,4.206079877060159
23,17,22,2.3055461610261374,53,1.0007935999768038,4.206079877060159
24,17,21,2.3055461610261374,53,1.0007935999768038,4.206079877060159
31,19,13,2.3048256334199837,55,1.000797993585878,4.388964722328252
31,13,19,2.3048256334199837,55,1.000797993585878,4.388964722328252
35,11,23,2.304470187296091,54,1.0007906248924814,4.269374419399674
35,23,11,2.304470187296091,54,1.0007906248924814,4.269374419399674
18,14,16,2.3043814488075722,70,1.0006909610993289,4.836727695301858
16,14,18,2.3043814488075722,70,1.0006909610993289,4.836727695301858
18,16,14,2.3043814488075722,70,1.0006909610993289,4.836727695301858
18,13,17,2.3040472272246024,71,1.0006873988119367,4.880531564750273
17,13,18,2.3040472272246024,71,1.0006873988119367,4.880531564750273
18,17,13,2.3040472272246024,71,1.0006873988119367,4.880531564750273
37,22,11,2.3035908183465126,54,1.0007913709602905,4.273403185568923
37,11,22,2.3035908183465126,54,1.0007913709602905,4.273403185568923
31,17,16,2.302896929108201,53,1.0008070237494229,4.277225871941639
31,16,17,2.302896929108201,53,1.0008070237494229,4.277225871941639
35,17,14,2.3027983177205567,55,1.0007951725487132,4.3734490179235275
35,14,17,2.3027983177205567,55,1.0007951725487132,4.3734490179235275
26,22,13,2.3025194539354503,56,1.0007838274374115,4.389433649504252
26,13,22,2.3025194539354503,56,1.0007838274374115,4.389433649504252
39,10,22,2.302179030884102,54,1.000799142448151,4.3153692200155085
39,22,10,2.302179030884102,54,1.000799142448151,4.3153692200155085
26,18,17,2.3018387117371883,55,1.0007829982015748,4.306490108661991
26,17,18,2.3018387117371883,55,1.0007829982015748,4.306490108661991
25,24,14,2.3014620994357533,53,1.00080281906527,4.254941045930223
30,15,19,2.3014620994357533,53,1.00080281906527,4.254941045930223
30,19,15,2.3014620994357533,53,1.00080281906527,4.254941045930223
25,14,24,2.3014620994357533,53,1.00080281906527,4.254941045930223
25,23,13,2.300895405869297,56,1.0007800403693308,4.3682260682529845
25,13,23,2.300895405869297,56,1.0007800403693308,4.3682260682529845
24,13,24,2.300895405869297,56,1.0007800403693308,4.3682260682529845
31,23,13,2.300877504416875,53,1.000781997321162,4.14458580215857
31,13,23,2.300877504416875,53,1.000781997321162,4.14458580215857
20,16,12,2.3002584608464938,72,1.000683144880394,4.918643138836612
16,12,20,2.3002584608464938,72,1.000683144880394,4.918643138836612
20,12,16,2.3002584608464938,72,1.000683144880394,4.918643138836612
33,12,23,2.3002514437121677,54,1.000776661519683,4.193972206287971
33,23,12,2.3002514437121677,54,1.000776661519683,4.193972206287971
36,24,9,2.300195290888803,56,1.0007904859329344,4.426721224433519
36,9,24,2.300195290888803,56,1.0007904859329344,4.426721224433519
32,14,18,2.2999190491149353,54,1.0008114616974362,4.381893166155157
32,18,14,2.2999190491149353,54,1.0008114616974362,4.381893166155157
37,15,18,2.2993938748285627,53,1.0007810787393754,4.139717318689917
37,18,15,2.2993938748285627,53,1.0007810787393754,4.139717318689917
35,22,11,2.298933087803243,54,1.0007926713310376,4.280425187603271
35,11,22,2.298933087803243,54,1.0007926713310376,4.280425187603271
41,18,11,2.2985860161190317,56,1.0007824571935944,4.381760284129002
41,11,18,2.2985860161190317,56,1.0007824571935944,4.381760284129002
40,11,19,2.298221522639174,55,1.000790284912109,4.346567016599361
40,19,11,2.298221522639174,55,1.000790284912109,4.346567016599361
25,20,16,2.2977456981213265,55,1.000781926818428,4.3005975013535
25,16,20,2.2977456981213265,55,1.000781926818428,4.3005975013535
42,17,12,2.297712842172224,55,1.0007907333600963,4.3490334805295205
42,12,17,2.297712842172224,55,1.0007907333600963,4.3490334805295205
44,11,17,2.2975422343285565,56,1.0007826997880185,4.383118812903255
44,17,11,2.2975422343285565,56,1.0007826997880185,4.383118812903255
43,16,12,2.2974399465187,56,1.000780843013289,4.3727208744174835
43,12,16,2.2974399465187,56,1.000780843013289,4.3727208744174835
31,13,22,2.297373496879083,53,1.0007866183279124,4.169077137935509
31,22,13,2.297373496879083,53,1.0007866183279124,4.169077137935509
42,21,10,2.297338633197649,54,1.0007963831931632,4.300469243081676
42,10,21,2.297338633197649,54,1.0007963831931632,4.300469243081676
29,17,16,2.297269922024285,55,1.0007834514038887,4.308982721387718
29,18,15,2.297269922024285,55,1.0007834514038887,4.308982721387718
29,15,18,2.297269922024285,55,1.0007834514038887,4.308982721387718
