<DATE>	<TIME>	<CLOSE>
2025.03.03	05:35:00	93102.78125
2025.03.03	05:40:00	93195.3359375
2025.03.03	05:45:00	93264.6875
2025.03.03	05:50:00	93218.4296875
2025.03.03	05:55:00	93231.8203125
2025.03.03	06:00:00	93182.3828125
2025.03.03	06:05:00	92923.0078125
2025.03.03	06:10:00	93080.0703125
2025.03.03	06:15:00	92971.4375
2025.03.03	06:20:00	92790.15625
2025.03.03	06:25:00	92759.5703125
2025.03.03	06:30:00	92617.15625
2025.03.03	06:35:00	92491.671875
2025.03.03	06:40:00	92073.609375
2025.03.03	06:45:00	91912.7734375
2025.03.03	06:50:00	91528.359375
2025.03.03	06:55:00	91387.09375
2025.03.03	07:00:00	91229.96875
2025.03.03	07:05:00	91466.4375
2025.03.03	07:10:00	92021.5390625
2025.03.03	07:15:00	91801.96875
2025.03.03	07:20:00	91815.875
2025.03.03	07:25:00	91847.015625
2025.03.03	07:30:00	92097.484375
2025.03.03	07:35:00	92155.5703125
2025.03.03	07:40:00	92098.1171875
2025.03.03	07:45:00	92294.5
2025.03.03	07:50:00	92403.2578125
2025.03.03	07:55:00	92395.4609375
2025.03.03	08:00:00	92294.7109375
2025.03.03	08:05:00	92312.1171875
2025.03.03	08:10:00	92228.0
2025.03.03	08:15:00	92017.8125
2025.03.03	08:20:00	91878.1640625
2025.03.03	08:25:00	91847.109375
2025.03.03	08:30:00	91907.8125
2025.03.03	08:35:00	91911.1796875
2025.03.03	08:40:00	92095.3671875
2025.03.03	08:45:00	91661.8203125
2025.03.03	08:50:00	91384.59375
2025.03.03	08:55:00	91341.0703125
2025.03.03	09:00:00	91518.03125
2025.03.03	09:05:00	91427.4375
2025.03.03	09:10:00	91733.1171875
2025.03.03	09:15:00	91667.6484375
2025.03.03	09:20:00	91605.2890625
2025.03.03	09:25:00	91716.890625
2025.03.03	09:30:00	91778.0390625
2025.03.03	09:35:00	91861.1640625
2025.03.03	09:40:00	91920.8515625
2025.03.03	09:45:00	91844.5390625
2025.03.03	09:50:00	91958.125
2025.03.03	09:55:00	91879.140625
2025.03.03	10:00:00	91887.40625
2025.03.03	10:05:00	91789.875
2025.03.03	10:10:00	91569.8828125
2025.03.03	10:15:00	92041.53125
2025.03.03	10:20:00	92014.4375
2025.03.03	10:25:00	91991.734375
2025.03.03	10:30:00	92035.578125
2025.03.03	10:35:00	92368.140625
2025.03.03	10:40:00	92263.6640625
2025.03.03	10:45:00	92305.375
2025.03.03	10:50:00	92334.25
2025.03.03	10:55:00	92493.390625
2025.03.03	11:00:00	92459.578125
2025.03.03	11:05:00	92603.7109375
2025.03.03	11:10:00	92741.9609375
2025.03.03	11:15:00	92638.1484375
2025.03.03	11:20:00	92591.2421875
2025.03.03	11:25:00	92603.4140625
